Round,City,Country,Circuit_Name,Date,Time,Weather,Track_Length,Laps,Added_Laps,Turns,Finish_Position,Driver,Driver_Age,Driver_Number,Nationality,Team,Powertrain,Starting_Position,Best_Lap_Time,Race_Time,Gap,Points
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,9,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,7,1:12:764,33:56:025,+ 0:08:725,2
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,10,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,18,1:12:714,33:56:428,+ 0:09:128,2
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,11,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,8,1:13:280,33:57:531,+ 0:10:231,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,12,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,14,1:12:904,33:57:868,+ 0:10:568,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,13,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,15,1:12:342,33:58:394,+ 0:11:094,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,14,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,5,1:12:537,33:59:089,+ 0:11:789,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,15,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,22,1:13:205,34:10:772,+ 0:23:472,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,16,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,17,1:13:366,36:47:966,+ 3:00:666,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,17,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,13,1:16:268,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,18,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,1,1:14:140,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,19,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,16,1:14:604,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,20,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,19,1:12:860,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,21,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,21,1:17:889,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,22,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,12,1:15:354,DNF,DNF,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,1,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,1,1:21:797,13:56:532,0,28
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,2,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,2,1:22:170,14:01:466,+ 0:04:934,18
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,3,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,4,1:21:554,14:12:827,+ 0:16:295,16
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,4,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,3,1:22:293,14:21:351,+ 0:24:819,12
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,5,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,5,1:22:052,14:22:822,+ 0:26:290,10
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,6,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,7,1:21:991,14:23:938,+ 0:27:406,8
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,7,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,6,1:22:012,14:25:908,+ 0:29:376,6
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,8,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,8,1:22:059,14:26:836,+ 0:30:304,4
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,9,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,9,1:21:881,14:27:364,+ 0:30:832,2
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,10,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,10,1:22:492,14:32:090,+ 0:35:558,1
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,11,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,12,1:22:464,14:33:147,+ 0:36:615,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,12,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,13,1:21:995,14:34:692,+ 0:38:160,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,13,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,15,1:22:100,14:36:827,+ 0:40:295,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,14,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,16,1:22:511,14:47:672,+ 0:51:140,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,15,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,18,1:22:555,14:48:450,+ 0:51:918,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,16,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,20,1:22:502,14:49:868,+ 0:53:336,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,17,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,22,1:22:420,14:53:140,+ 0:56:608,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,18,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,17,1:22:507,14:54:596,+ 0:58:064,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,19,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,19,1:22:261,14:56:488,+ 0:59:956,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,20,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,21,1:22:558,14:59:038,+ 1:02:506,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,21,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,14,1:22:254,14:59:422,+ 1:02:890,0
16,London,UK,ExCeL E-Prix Circuit,7/30/2023,17:03 - 18:30,18˚C,2.090KM,34,0,20,22,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,11,1:22:492,14:09:464 ,+ ,0
